brand,model,capacity,condition,used_price,stock,carrier,color,source,url
Samsung,Galaxy S4,16GB,Good,$148,,AT&T,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S4-16GB-Black-ATT/12075471
Samsung,Galaxy S4,16GB,Acceptable,$138,,AT&T,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S4-16GB-Black-ATT/12075471
Samsung,Galaxy S4,16GB,VeryGood,$170,,AT&T,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S4-16GB-Black-ATT/12075471
HTC,One,32GB,Good,$166,,T-Mobile,Silver,glyde,https://glyde.com/buy/used-HTC-One-32GB-Silver-TMobile/12075536
HTC,One,32GB,VeryGood,$171,,T-Mobile,Silver,glyde,https://glyde.com/buy/used-HTC-One-32GB-Silver-TMobile/12075536
Nokia,Lumia 521,8GB,VeryGood,$27,,T-Mobile,White,glyde,https://glyde.com/buy/used-Nokia-Lumia-521-8GB-White-TMobile/12077519
Nokia,Lumia 520,8GB,VeryGood,$28,,AT&T,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-520-8GB-Black-ATT/12077518
HTC,One,64GB,VeryGood,$214,,AT&T,Silver,glyde,https://glyde.com/buy/used-HTC-One-64GB-Silver-ATT/12075533
HTC,One,64GB,VeryGood,$209,,AT&T,Black,glyde,https://glyde.com/buy/used-HTC-One-64GB-Black-ATT/12075535
HTC,One,32GB,Good,$130,,AT&T,Black,glyde,https://glyde.com/buy/used-HTC-One-32GB-Black-ATT/12075534
HTC,One,32GB,VeryGood,$130,,AT&T,Black,glyde,https://glyde.com/buy/used-HTC-One-32GB-Black-ATT/12075534
HTC,One,32GB,Good,$131,,AT&T,Silver,glyde,https://glyde.com/buy/used-HTC-One-32GB-Silver-ATT/12075532
HTC,One,32GB,VeryGood,$143,,AT&T,Silver,glyde,https://glyde.com/buy/used-HTC-One-32GB-Silver-ATT/12075532
Apple,iPhone 5,64GB,Good,$219,,T-Mobile,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-TMobile/12075369
Apple,iPhone 5,64GB,VeryGood,$275,,T-Mobile,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-TMobile/12075369
Apple,iPhone 5,32GB,Good,$225,,T-Mobile,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-Black-Slate-TMobile/12075368
Apple,iPhone 5,32GB,Refurbished,$265,,T-Mobile,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-White-Silver-TMobile/12075371
Apple,iPhone 5,32GB,Good,$230,,T-Mobile,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-White-Silver-TMobile/12075371
Apple,iPhone 5,64GB,VeryGood,$320,,T-Mobile,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-White-Silver-TMobile/12075372
Apple,iPhone 5,16GB,Refurbished,$245,,T-Mobile,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-TMobile/12075370
Apple,iPhone 5,16GB,Acceptable,$219,,T-Mobile,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-TMobile/12075370
Apple,iPhone 5,16GB,VeryGood,$229,,T-Mobile,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-TMobile/12075367
Apple,iPhone 5,16GB,Acceptable,$199,,T-Mobile,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-TMobile/12075367
Nokia,Lumia 822,16GB,VeryGood,$56,,Verizon,White,glyde,https://glyde.com/buy/used-Nokia-Lumia-822-16GB-White-Verizon/12077521
Nokia,Lumia 810 - 810,,Good,$54,,T-Mobile,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-810-810-Black-TMobile/12074681
Nokia,Lumia 810 - 810,,VeryGood,$80,,T-Mobile,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-810-810-Black-TMobile/12074681
HTC,Windows Phone 8X,16GB,VeryGood,$90,,T-Mobile,Blue,glyde,https://glyde.com/buy/used-HTC-Windows-Phone-8X-16GB-Blue-TMobile/12074677
LG,Nexus 4,8GB,VeryGood,$109,,T-Mobile,Black,glyde,https://glyde.com/buy/used-LG-Nexus-4-8GB-Black-TMobile/12075529
LG,Nexus 4,8GB,VeryGood,$107,,AT&T,Black,glyde,https://glyde.com/buy/used-LG-Nexus-4-8GB-Black-ATT/12076348
LG,Nexus 4,16GB,VeryGood,$126,,T-Mobile,Black,glyde,https://glyde.com/buy/used-LG-Nexus-4-16GB-Black-TMobile/12075344
LG,Nexus 4,16GB,Acceptable,$125,,T-Mobile,Black,glyde,https://glyde.com/buy/used-LG-Nexus-4-16GB-Black-TMobile/12075344
HTC,Windows Phone 8X,16GB,VeryGood,$85,,Verizon,Black,glyde,https://glyde.com/buy/used-HTC-Windows-Phone-8X-16GB-Black-Verizon/12074674
HTC,Windows Phone 8X,16GB,VeryGood,$186,,AT&T,Blue,glyde,https://glyde.com/buy/used-HTC-Windows-Phone-8X-16GB-Blue-ATT/12074672
Nokia,Lumia 920  - 920,,VeryGood,$107,,AT&T,Blue,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-Blue-ATT/12074666
Nokia,Lumia 920  - 920,,VeryGood,$100,,AT&T,Yellow,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-Yellow-ATT/12074667
Nokia,Lumia 920  - 920,,Good,$101,,AT&T,White,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-White-ATT/12074663
Nokia,Lumia 920  - 920,,VeryGood,$193,,AT&T,White,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-White-ATT/12074663
Nokia,Lumia 920  - 920,,VeryGood,$97,,AT&T,Red,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-Red-ATT/12074665
Nokia,Lumia 920  - 920,,VeryGood,$106,,AT&T,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-920-920-Black-ATT/12074664
Nokia,Lumia 820 - 820,,VeryGood,$52,,AT&T,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-820-820-Black-ATT/12074668
HTC,Windows Phone 8X,8GB,VeryGood,$68,,AT&T,Blue,glyde,https://glyde.com/buy/used-HTC-Windows-Phone-8X-8GB-Blue-ATT/12077499
Samsung,Galaxy S III Mini,8GB,VeryGood,$117,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-Mini-8GB-Blue-Verizon/12077394
Samsung,Galaxy S III Mini,8GB,VeryGood,$112,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-Mini-8GB-White-ATT/12077392
Samsung,Galaxy S III Mini,8GB,Good,$76,,AT&T,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-Mini-8GB-Blue-ATT/12077393
Samsung,Galaxy Note II,16GB,Refurbished,$280,,Sprint,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-Sprint/12075376
Samsung,Galaxy Note II,16GB,Good,$170,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-Verizon/12075380
Samsung,Galaxy Note II,16GB,VeryGood,$174,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-Verizon/12075380
Samsung,Galaxy Note II,16GB,Refurbished,$280,,Sprint,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-Sprint/12075375
Samsung,Galaxy Note II,16GB,VeryGood,$227,,Sprint,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-Sprint/12075375
Samsung,Galaxy Note II,16GB,Good,$138,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-ATT/12075374
Samsung,Galaxy Note II,16GB,VeryGood,$192,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-ATT/12075374
Samsung,Galaxy Note II,16GB,VeryGood,$159,,T-Mobile,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-White-TMobile/12075378
Samsung,Galaxy Note II,16GB,Good,$157,,T-Mobile,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-TMobile/12075377
Samsung,Galaxy Note II,16GB,Acceptable,$156,,T-Mobile,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-TMobile/12075377
Samsung,Galaxy Note II,16GB,VeryGood,$158,,T-Mobile,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-TMobile/12075377
Samsung,Galaxy Note II,16GB,Refurbished,$199,,AT&T,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-ATT/12075373
Samsung,Galaxy Note II,16GB,VeryGood,$130,,AT&T,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-ATT/12075373
Samsung,Galaxy Note II,16GB,VeryGood,$155,,Verizon,Gray,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-II-16GB-Gray-Verizon/12075379
Apple,iPhone 5,32GB,Good,$279,,Sprint,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-Black-Slate-Sprint/12068934
Apple,iPhone 5,32GB,VeryGood,$289,,Verizon,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-White-Silver-Verizon/12068946
Apple,iPhone 5,32GB,Good,$205,,AT&T,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-White-Silver-ATT/12068940
Apple,iPhone 5,32GB,Good,$225,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-Black-Slate-ATT/12068931
Apple,iPhone 5,32GB,VeryGood,$255,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-32GB-Black-Slate-ATT/12068931
Apple,iPhone 5,64GB,Refurbished,$320,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-ATT/12068932
Apple,iPhone 5,64GB,VeryGood,$275,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-ATT/12068932
Apple,iPhone 5,64GB,Acceptable,$209,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-ATT/12068932
Apple,iPhone 5,16GB,Refurbished,$235,,AT&T,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-ATT/12068939
Apple,iPhone 5,16GB,Acceptable,$198,,AT&T,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-ATT/12068939
Apple,iPhone 5,64GB,Refurbished,$330,,Verizon,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-Black-Slate-Verizon/12068938
Apple,iPhone 5,16GB,Refurbished,$270,,Verizon,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-Verizon/12068936
Apple,iPhone 5,16GB,VeryGood,$265,,Verizon,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-Verizon/12068936
Apple,iPhone 5,16GB,Good,$180,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-ATT/12068930
Apple,iPhone 5,16GB,Acceptable,$140,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-ATT/12068930
Apple,iPhone 5,16GB,VeryGood,$181,,AT&T,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-ATT/12068930
Apple,iPhone 5,64GB,Refurbished,$320,,AT&T,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-White-Silver-ATT/12068941
Apple,iPhone 5,64GB,VeryGood,$310,,AT&T,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-64GB-White-Silver-ATT/12068941
Apple,iPhone 5,16GB,Refurbished,$220,,Verizon,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-Verizon/12068945
Apple,iPhone 5,16GB,VeryGood,$163,,Sprint,White & Silver,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-White-Silver-Sprint/12068942
Apple,iPhone 5,16GB,Refurbished,$270,,Sprint,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-Sprint/12068933
Apple,iPhone 5,16GB,VeryGood,$163,,Sprint,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-Sprint/12068933
Apple,iPhone 5,16GB,New,$365,,Sprint,Black & Slate,glyde,https://glyde.com/buy/used-Apple-iPhone-5-16GB-Black-Slate-Sprint/12068933
Samsung,Galaxy S III,16GB,VeryGood,$136,,Sprint,Purple,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Purple-Sprint/12077389
Samsung,Galaxy S III,16GB,Acceptable,$65,,Sprint,Purple,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Purple-Sprint/12077389
Samsung,Galaxy S III,16GB,Good,$105,,Verizon,Brown,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Brown-Verizon/12077387
Samsung,Galaxy S III,16GB,Acceptable,$129,,AT&T,Red,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Red-ATT/12065385
Samsung,Galaxy S III,16GB,Good,$103,,Verizon,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Black-Verizon/12077390
Samsung,Galaxy S III,16GB,VeryGood,$107,,Verizon,Black,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Black-Verizon/12077390
Samsung,Galaxy S III,32GB,Refurbished,$185,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-Blue-Verizon/12065390
Samsung,Galaxy S III,32GB,VeryGood,$145,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-Blue-Verizon/12065390
Samsung,Galaxy S III,32GB,Refurbished,$185,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-White-Verizon/12065397
Samsung,Galaxy S III,32GB,VeryGood,$145,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-White-Verizon/12065397
Samsung,Galaxy S III,16GB,Refurbished,$125,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Verizon/12065396
Samsung,Galaxy S III,16GB,Good,$84,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Verizon/12065396
Samsung,Galaxy S III,16GB,Acceptable,$67,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Verizon/12065396
Samsung,Galaxy S III,16GB,VeryGood,$86,,Verizon,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Verizon/12065396
Samsung,Galaxy S III,16GB,Refurbished,$139,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Verizon/12065389
Samsung,Galaxy S III,16GB,VeryGood,$87,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Verizon/12065389
Samsung,Galaxy S III,16GB,Acceptable,$74,,Verizon,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Verizon/12065389
Samsung,Galaxy S III,16GB,Good,$117,,AT&T,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-ATT/12065386
Samsung,Galaxy S III,16GB,Acceptable,$116,,AT&T,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-ATT/12065386
Samsung,Galaxy S III,16GB,VeryGood,$130,,AT&T,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-ATT/12065386
Samsung,Galaxy S III,16GB,Refurbished,$179,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-ATT/12065393
Samsung,Galaxy S III,16GB,Acceptable,$93,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-ATT/12065393
Samsung,Galaxy S III,32GB,VeryGood,$159,,Sprint,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-Blue-Sprint/12065392
Samsung,Galaxy S III,32GB,VeryGood,$161,,T-Mobile,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-32GB-Blue-TMobile/12065388
Samsung,Galaxy S III,16GB,Good,$130,,T-Mobile,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-TMobile/12065394
Samsung,Galaxy S III,16GB,Refurbished,$193,,Sprint,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Sprint/12065398
Samsung,Galaxy S III,16GB,VeryGood,$120,,Sprint,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Sprint/12065398
Samsung,Galaxy S III,16GB,Acceptable,$65,,Sprint,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-White-Sprint/12065398
Samsung,Galaxy S III,16GB,Refurbished,$119,,Sprint,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Sprint/12065391
Samsung,Galaxy S III,16GB,Good,$98,,Sprint,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Sprint/12065391
Samsung,Galaxy S III,16GB,Acceptable,$65,,Sprint,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Sprint/12065391
Samsung,Galaxy S III,16GB,VeryGood,$107,,Sprint,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-S-III-16GB-Blue-Sprint/12065391
Nokia,Lumia 900 - 900,,VeryGood,$73,,AT&T,White,glyde,https://glyde.com/buy/used-Nokia-Lumia-900-900-White-ATT/12065410
Nokia,Lumia 900 - 900,,VeryGood,$73,,AT&T,Black,glyde,https://glyde.com/buy/used-Nokia-Lumia-900-900-Black-ATT/12065408
Samsung,Galaxy Note,16GB,VeryGood,$171,,AT&T,Blue,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-16GB-Blue-ATT/12065412
Samsung,Galaxy Note,16GB,VeryGood,$182,,AT&T,White,glyde,https://glyde.com/buy/used-Samsung-Galaxy-Note-16GB-White-ATT/12065413
BlackBerry,Torch - 9810,,Good,$71,,T-Mobile,Grey,glyde,https://glyde.com/buy/used-BlackBerry-Torch-9810-Grey-TMobile/12056438
BlackBerry,Torch - 9810,,VeryGood,$75,,T-Mobile,Grey,glyde,https://glyde.com/buy/used-BlackBerry-Torch-9810-Grey-TMobile/12056438
Apple,iPhone 4S,32GB,Refurbished,$220,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-White-Sprint/12055610
Apple,iPhone 4S,32GB,VeryGood,$189,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-White-Sprint/12055610
Apple,iPhone 4S,64GB,Refurbished,$250,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-Black-Verizon/12055605
Apple,iPhone 4S,64GB,VeryGood,$229,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-Black-Verizon/12055605
Apple,iPhone 4S,64GB,Refurbished,$240,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-White-Verizon/12055614
Apple,iPhone 4S,64GB,VeryGood,$225,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-White-Verizon/12055614
Apple,iPhone 4S,64GB,VeryGood,$228,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-Black-ATT/12055599
Apple,iPhone 4S,64GB,Refurbished,$270,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-White-ATT/12055608
Apple,iPhone 4S,64GB,VeryGood,$229,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-White-ATT/12055608
Apple,iPhone 4S,32GB,Refurbished,$209,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-Black-Sprint/12055601
Apple,iPhone 4S,32GB,VeryGood,$179,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-Black-Sprint/12055601
Apple,iPhone 4S,32GB,VeryGood,$215,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-White-Verizon/12055613
Apple,iPhone 4S,16GB,VeryGood,$159,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-White-ATT/12055606
Apple,iPhone 4S,64GB,VeryGood,$249,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-64GB-Black-Sprint/12055602
Apple,iPhone 4S,32GB,VeryGood,$229,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-White-ATT/12055607
Apple,iPhone 4S,16GB,Refurbished,$147,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-White-Sprint/12055609
Apple,iPhone 4S,16GB,VeryGood,$130,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-White-Sprint/12055609
Apple,iPhone 4S,16GB,Refurbished,$165,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-Black-Verizon/12055603
Apple,iPhone 4S,32GB,VeryGood,$230,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-Black-ATT/12055598
Apple,iPhone 4,8GB,New,$215,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Sprint/12055620
Apple,iPhone 4,8GB,Good,$62,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Sprint/12055620
Apple,iPhone 4,8GB,VeryGood,$68,,Sprint,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Sprint/12055620
Apple,iPhone 4,8GB,Refurbished,$118,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-Sprint/12055617
Apple,iPhone 4,8GB,VeryGood,$65,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-Sprint/12055617
Apple,iPhone 4,8GB,Acceptable,$64,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-Sprint/12055617
Apple,iPhone 4S,16GB,VeryGood,$150,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-Black-ATT/12055597
Apple,iPhone 4S,16GB,Refurbished,$135,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-Black-Sprint/12055600
Apple,iPhone 4S,16GB,VeryGood,$86,,Sprint,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-16GB-Black-Sprint/12055600
Apple,iPhone 4S,32GB,Refurbished,$215,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-Black-Verizon/12055604
Apple,iPhone 4S,32GB,VeryGood,$205,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4S-32GB-Black-Verizon/12055604
Apple,iPhone 4,8GB,Refurbished,$215,,T-Mobile,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-TMobile/12076567
Apple,iPhone 4,8GB,VeryGood,$189,,T-Mobile,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-TMobile/12076567
Apple,iPhone 4,8GB,Refurbished,$139,,T-Mobile,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-TMobile/12076566
Apple,iPhone 4,8GB,VeryGood,$75,,T-Mobile,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-TMobile/12076566
BlackBerry,Torch - 9810,,Good,$38,,AT&T,Grey,glyde,https://glyde.com/buy/used-BlackBerry-Torch-9810-Grey-ATT/12056436
BlackBerry,Torch - 9810,,VeryGood,$64,,AT&T,Grey,glyde,https://glyde.com/buy/used-BlackBerry-Torch-9810-Grey-ATT/12056436
BlackBerry,Torch - 9810,,Acceptable,$57,,AT&T,White,glyde,https://glyde.com/buy/used-BlackBerry-Torch-9810-White-ATT/12056437
Apple,iPhone 4,32GB,VeryGood,$290,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-32GB-White-ATT/12048050
Apple,iPhone 4,32GB,Refurbished,$150,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-32GB-White-Verizon/12048052
Apple,iPhone 4,32GB,VeryGood,$140,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-32GB-White-Verizon/12048052
Apple,iPhone 4,8GB,Refurbished,$135,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-ATT/12055615
Apple,iPhone 4,8GB,VeryGood,$85,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-ATT/12055615
Apple,iPhone 4,8GB,Acceptable,$69,,AT&T,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-ATT/12055615
Apple,iPhone 4,16GB,Refurbished,$110,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-16GB-White-Verizon/12048051
Apple,iPhone 4,8GB,Refurbished,$58,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-Verizon/12055616
Apple,iPhone 4,8GB,VeryGood,$49,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-Black-Verizon/12055616
Apple,iPhone 4,8GB,Refurbished,$185,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-ATT/12055618
Apple,iPhone 4,8GB,VeryGood,$135,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-ATT/12055618
Apple,iPhone 4,8GB,Refurbished,$60,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Verizon/12055619
Apple,iPhone 4,8GB,Good,$46,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Verizon/12055619
Apple,iPhone 4,8GB,VeryGood,$55,,Verizon,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-8GB-White-Verizon/12055619
Apple,iPhone 4,16GB,Refurbished,$220,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-16GB-White-ATT/12048049
Apple,iPhone 4,16GB,VeryGood,$199,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-16GB-White-ATT/12048049
Apple,iPhone 4,16GB,Acceptable,$145,,AT&T,White,glyde,https://glyde.com/buy/used-Apple-iPhone-4-16GB-White-ATT/12048049
Apple,iPhone 4,32GB,Refurbished,$140,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-32GB-Black-Verizon/12048048
Apple,iPhone 4,32GB,New,$240,,Verizon,Black,glyde,https://glyde.com/buy/used-Apple-iPhone-4-32GB-Black-Verizon/12048048
